Symbol,Price,Time
CSBBANK.NS,483.15,2026-01-02 22:48:53
CSLFINANCE.NS,297.45,2026-01-02 22:48:54
CTE.NS,39.9,2026-01-02 22:48:54
CUB.NS,288.5,2026-01-02 22:48:54
CUBEXTUB.NS,121.5,2026-01-02 22:48:54
CUMMINSIND.NS,4482.1,2026-01-02 22:48:54
CUPID.NS,419.95,2026-01-02 22:48:55
CURAA.NS,109.91,2026-01-02 22:48:55
CYBERMEDIA.NS,17.14,2026-01-02 22:48:57
CYBERTECH.NS,148.19,2026-01-02 22:48:57
CYIENT.NS,1105.9,2026-01-02 22:48:58
CYIENTDLM.NS,415.85,2026-01-02 22:48:58
DABUR.NS,522.6,2026-01-02 22:48:58
DALBHARAT.NS,2147.1,2026-01-02 22:48:59
DALMIASUG.NS,297.4,2026-01-02 22:48:59
DAMCAPITAL.NS,219.12,2026-01-02 22:48:59
DAMODARIND.NS,30.09,2026-01-02 22:48:59
DANGEE.NS,3.75,2026-01-02 22:49:00
DATAMATICS.NS,805.8,2026-01-02 22:49:00
DATAPATTNS.NS,2621.7,2026-01-02 22:49:00
DAVANGERE.NS,3.76,2026-01-02 22:49:00
DBCORP.NS,260.35,2026-01-02 22:49:01
DBEIL.NS,118.32,2026-01-02 22:49:01
DBL.NS,467.85,2026-01-02 22:49:01
DBOL.NS,80.26,2026-01-02 22:49:01
DBREALTY.NS,120.55,2026-01-02 22:49:02
DBSTOCKBRO.NS,24.87,2026-01-02 22:49:02
DCAL.NS,254.78,2026-01-02 22:49:02
DCBBANK.NS,177.44,2026-01-02 22:49:02
DCI.NS,245.74,2026-01-02 22:49:03
DCM.NS,92.54,2026-01-02 22:49:03
DCMFINSERV.NS,5.4,2026-01-02 22:49:03
DCMNVL.NS,139.37,2026-01-02 22:49:03
DCMSHRIRAM.NS,1257.2,2026-01-02 22:49:04
DCMSRIND.NS,54.53,2026-01-02 22:49:04
DCW.NS,57.73,2026-01-02 22:49:04
DCXINDIA.NS,193.56,2026-01-02 22:49:04
DDEVPLSTIK.NS,301.45,2026-01-02 22:49:05
DECCANCE.NS,730.9,2026-01-02 22:49:05
DEEDEV.NS,214.9,2026-01-02 22:49:05
DEEPAKFERT.NS,1261.8,2026-01-02 22:49:05
DEEPAKNTR.NS,1711.1,2026-01-02 22:49:06
DEEPINDS.NS,454.75,2026-01-02 22:49:06
DELHIVERY.NS,404.5,2026-01-02 22:49:06
DELPHIFX.NS,234.23,2026-01-02 22:49:06
DELTACORP.NS,70.47,2026-01-02 22:49:07
DELTAMAGNT.NS,67.36,2026-01-02 22:49:07
DEN.NS,31.38,2026-01-02 22:49:07
DENORA.NS,693.85,2026-01-02 22:49:08
DENTA.NS,339.35,2026-01-02 22:49:08
DEVIT.NS,35.65,2026-01-02 22:49:08
DEVX.NS,42.02,2026-01-02 22:49:08
DEVYANI.NS,148.07,2026-01-02 22:49:08
DGCONTENT.NS,32.6,2026-01-02 22:49:09
DHAMPURSUG.NS,123.9,2026-01-02 22:49:09
DHANBANK.NS,24.96,2026-01-02 22:49:09
DHANUKA.NS,1178.7,2026-01-02 22:49:10
DHARAN.NS,0.22,2026-01-02 22:49:10
DHARMAJ.NS,245.15,2026-01-02 22:49:12
DHRUV.NS,47.25,2026-01-02 22:49:12
DHUNINV.NS,1234.8,2026-01-02 22:49:13
DIACABS.NS,137.01,2026-01-02 22:49:13
DIAMINESQ.NS,263.7,2026-01-02 22:49:13
DIAMONDYD.NS,1203.6,2026-01-02 22:49:13
DICIND.NS,503.25,2026-01-02 22:49:14
DIFFNKG.NS,336.25,2026-01-02 22:49:14
DIGIDRIVE.NS,26.37,2026-01-02 22:49:14
DIGISPICE.NS,23.54,2026-01-02 22:49:14
DIGITIDE.NS,133.5,2026-01-02 22:49:15
DIGJAMLMTD.NS,55.34,2026-01-02 22:49:15
DIL.NS,1.71,2026-01-02 22:49:15
DISHTV.NS,4.03,2026-01-02 22:49:15
DIVGIITTS.NS,613.5,2026-01-02 22:49:15
DIVISLAB.NS,6392.5,2026-01-02 22:49:16
DIXON.NS,12165.0,2026-01-02 22:49:16
DJML.NS,70.46,2026-01-02 22:49:16
DLF.NS,698.2,2026-01-02 22:49:17
DLINKINDIA.NS,430.65,2026-01-02 22:49:17
DMART.NS,3719.8,2026-01-02 22:49:17
DMCC.NS,255.55,2026-01-02 22:49:17
DNAMEDIA.NS,3.84,2026-01-02 22:49:18
DODLA.NS,1220.4,2026-01-02 22:49:18
DOLATALGO.NS,91.54,2026-01-02 22:49:18
DOLLAR.NS,353.9,2026-01-02 22:49:18
DOLPHIN.NS,479.4,2026-01-02 22:49:18
DOMS.NS,2673.9,2026-01-02 22:49:19
DONEAR.NS,93.52,2026-01-02 22:49:19
DPABHUSHAN.NS,1417.2,2026-01-02 22:49:19
DPSCLTD.NS,10.03,2026-01-02 22:49:19
DPWIRES.NS,208.1,2026-01-02 22:49:20
DRCSYSTEMS.NS,17.24,2026-01-02 22:49:20
DREAMFOLKS.NS,108.99,2026-01-02 22:49:20
DREDGECORP.NS,963.95,2026-01-02 22:49:20
DRREDDY.NS,1256.1,2026-01-02 22:49:21
DSSL.NS,1005.0,2026-01-02 22:49:21
DTIL.NS,158.94,2026-01-02 22:49:21
DUCON.NS,3.58,2026-01-02 22:49:21
DVL.NS,283.4,2026-01-02 22:49:22
DWARKESH.NS,37.88,2026-01-02 22:49:22
DYCL.NS,343.1,2026-01-02 22:49:22
DYNAMATECH.NS,9503.0,2026-01-02 22:49:22
DYNPRO.NS,255.75,2026-01-02 22:49:23
E2E.NS,2027.5,2026-01-02 22:49:23
EASEMYTRIP.NS,7.44,2026-01-02 22:49:23
EBGNG.NS,310.7,2026-01-02 22:49:23
ECLERX.NS,4721.5,2026-01-02 22:49:23
ECOSMOBLTY.NS,199.96,2026-01-02 22:49:24
EDELWEISS.NS,113.92,2026-01-02 22:49:24
EFCIL.NS,302.6,2026-01-02 22:49:26
EICHERMOT.NS,7334.5,2026-01-02 22:49:26
EIDPARRY.NS,1011.2,2026-01-02 22:49:27
EIEL.NS,206.75,2026-01-02 22:49:27
EIFFL.NS,268.05,2026-01-02 22:49:27
EIHAHOTELS.NS,359.1,2026-01-02 22:49:27
EIHOTEL.NS,367.3,2026-01-02 22:49:28
EIMCOELECO.NS,1625.3,2026-01-02 22:49:28
EKC.NS,117.19,2026-01-02 22:49:28
ELDEHSG.NS,926.4,2026-01-02 22:49:28
ELECON.NS,501.0,2026-01-02 22:49:29
ELECTCAST.NS,76.75,2026-01-02 22:49:29
ELECTHERM.NS,868.9,2026-01-02 22:49:29
ELGIEQUIP.NS,483.8,2026-01-02 22:49:29
ELGIRUBCO.NS,45.57,2026-01-02 22:49:30
ELIN.NS,166.61,2026-01-02 22:49:30
ELLEN.NS,341.6,2026-01-02 22:49:30
EMAMILTD.NS,522.55,2026-01-02 22:49:30
EMAMIPAP.NS,88.4,2026-01-02 22:49:31
EMAMIREAL.NS,82.19,2026-01-02 22:49:31
EMBDL.NS,56.59,2026-01-02 22:49:31
EMCURE.NS,1430.9,2026-01-02 22:49:31
EMIL.NS,105.14,2026-01-02 22:49:31
EMKAY.NS,286.25,2026-01-02 22:49:32
EMMBI.NS,100.3,2026-01-02 22:49:32
EMMVEE.NS,187.75,2026-01-02 22:49:32
EMSLIMITED.NS,433.9,2026-01-02 22:49:32
EMUDHRA.NS,576.35,2026-01-02 22:49:33
ENDURANCE.NS,2540.2,2026-01-02 22:49:33
ENERGYDEV.NS,20.42,2026-01-02 22:49:33
ENGINERSIN.NS,206.4,2026-01-02 22:49:33
ENIL.NS,114.05,2026-01-02 22:49:34
ENRIN.NS,2546.7,2026-01-02 22:49:34
ENTERO.NS,1123.5,2026-01-02 22:49:34
EPACK.NS,281.1,2026-01-02 22:49:34
EPACKPEB.NS,260.9,2026-01-02 22:49:35
EPIGRAL.NS,1245.8,2026-01-02 22:49:35
EPL.NS,214.38,2026-01-02 22:49:35
EQUIPPP.NS,23.25,2026-01-02 22:49:35
EQUITASBNK.NS,64.16,2026-01-02 22:49:35
ERIS.NS,1533.5,2026-01-02 22:49:36
ESABINDIA.NS,6167.5,2026-01-02 22:49:36
ESAFSFB.NS,26.77,2026-01-02 22:49:36
ESCORTS.NS,3847.1,2026-01-02 22:49:37
ESSARSHPNG.NS,27.37,2026-01-02 22:49:37
ESSENTIA.NS,1.54,2026-01-02 22:49:37
ESTER.NS,102.37,2026-01-02 22:49:37
ETERNAL.NS,284.15,2026-01-02 22:49:38
ETHOSLTD.NS,2953.5,2026-01-02 22:49:38
EUREKAFORB.NS,628.55,2026-01-02 22:49:38
EUROBOND.NS,175.59,2026-01-02 22:49:40
EUROPRATIK.NS,311.85,2026-01-02 22:49:40
EUROTEXIND.NS,14.19,2026-01-02 22:49:41
EVEREADY.NS,337.15,2026-01-02 22:49:41
EVERESTIND.NS,527.95,2026-01-02 22:49:41
EXCEL.NS,1.42,2026-01-02 22:49:42
EXCELINDUS.NS,952.75,2026-01-02 22:49:42
EXCELSOFT.NS,89.12,2026-01-02 22:49:42
EXICOM.NS,119.26,2026-01-02 22:49:42
EXIDEIND.NS,367.7,2026-01-02 22:49:43
EXPLEOSOL.NS,971.6,2026-01-02 22:49:43
EXXARO.NS,8.09,2026-01-02 22:49:43
FABTECH.NS,198.18,2026-01-02 22:49:43
FACT.NS,908.05,2026-01-02 22:49:44
FAIRCHEMOR.NS,767.1,2026-01-02 22:49:44
FAZE3Q.NS,409.25,2026-01-02 22:49:44
FCL.NS,24.48,2026-01-02 22:49:44
FCSSOFT.NS,1.9,2026-01-02 22:49:45
FDC.NS,419.55,2026-01-02 22:49:45
FEDERALBNK.NS,266.95,2026-01-02 22:49:45
FEDFINA.NS,160.6,2026-01-02 22:49:45
FEL.NS,0.48,2026-01-02 22:49:46
FELDVR.NS,3.12,2026-01-02 22:49:46
FIBERWEB.NS,36.57,2026-01-02 22:49:46
FIEMIND.NS,2334.3,2026-01-02 22:49:46
FILATEX.NS,49.55,2026-01-02 22:49:47
FILATFASH.NS,0.32,2026-01-02 22:49:47
FINCABLES.NS,784.45,2026-01-02 22:49:47
FINEORG.NS,4184.8,2026-01-02 22:49:47
FINKURVE.NS,98.58,2026-01-02 22:49:48
FINOPB.NS,258.95,2026-01-02 22:49:48
FINPIPE.NS,178.51,2026-01-02 22:49:48
FIRSTCRY.NS,289.8,2026-01-02 22:49:48
FISCHER.NS,41.83,2026-01-02 22:49:48
FIVESTAR.NS,532.25,2026-01-02 22:49:49
FLAIR.NS,314.25,2026-01-02 22:49:49
FLEXITUFF.NS,12.68,2026-01-02 22:49:49
FLFL.NS,1.5,2026-01-02 22:49:49
FLUOROCHEM.NS,3648.0,2026-01-02 22:49:50
FMGOETZE.NS,488.9,2026-01-02 22:49:50
FMNL.NS,8.86,2026-01-02 22:49:50
FOCUS.NS,74.73,2026-01-02 22:49:50
FOODSIN.NS,68.74,2026-01-02 22:49:51
FORCEMOT.NS,21230.0,2026-01-02 22:49:51
FORTIS.NS,914.75,2026-01-02 22:49:51
FOSECOIND.NS,4927.7,2026-01-02 22:49:51
FSL.NS,340.55,2026-01-02 22:49:52
FUSION.NS,161.95,2026-01-02 22:49:52
GABRIEL.NS,1051.6,2026-01-02 22:49:52
GAEL.NS,137.71,2026-01-02 22:49:52
GAIL.NS,175.38,2026-01-02 22:49:54
GALAPREC.NS,785.8,2026-01-02 22:49:55
GALAXYSURF.NS,2050.6,2026-01-02 22:49:55
GALLANTT.NS,552.5,2026-01-02 22:49:55
GANDHAR.NS,151.76,2026-01-02 22:49:55
GANDHITUBE.NS,790.85,2026-01-02 22:49:56
GANECOS.NS,851.3,2026-01-02 22:49:56
GANESHBE.NS,81.69,2026-01-02 22:49:56
GANESHCP.NS,224.77,2026-01-02 22:49:56
GANESHHOU.NS,808.9,2026-01-02 22:49:57
GANGAFORGE.NS,3.69,2026-01-02 22:49:57
GANGESSECU.NS,135.58,2026-01-02 22:49:57
GARFIBRES.NS,689.75,2026-01-02 22:49:57
GARUDA.NS,195.29,2026-01-02 22:49:57
GATECH.NS,0.55,2026-01-02 22:49:58
GATECHDVR.NS,0.49,2026-01-02 22:49:58
GATEWAY.NS,60.58,2026-01-02 22:49:58
GAYAHWS.NS,2.77,2026-01-02 22:49:58
GCSL.NS,340.05,2026-01-02 22:49:59
GEECEE.NS,323.2,2026-01-02 22:49:59
GEEKAYWIRE.NS,33.71,2026-01-02 22:49:59
GEMAROMA.NS,166.12,2026-01-02 22:49:59
GENCON.NS,43.8,2026-01-02 22:49:59
GENESYS.NS,429.1,2026-01-02 22:50:00
GENSOL.NS,26.64,2026-01-02 22:50:00
GENUSPAPER.NS,13.02,2026-01-02 22:50:00
GENUSPOWER.NS,300.4,2026-01-02 22:50:00
GEOJITFSL.NS,75.77,2026-01-02 22:50:01
GESHIP.NS,1114.0,2026-01-02 22:50:01
GFLLIMITED.NS,58.74,2026-01-02 22:50:01
GHCL.NS,566.5,2026-01-02 22:50:01
GHCLTEXTIL.NS,76.77,2026-01-02 22:50:02
GICHSGFIN.NS,179.93,2026-01-02 22:50:02
GICRE.NS,379.55,2026-01-02 22:50:02
GILLANDERS.NS,104.99,2026-01-02 22:50:03
GILLETTE.NS,8207.5,2026-01-02 22:50:03
GINNIFILA.NS,41.51,2026-01-02 22:50:03
GIPCL.NS,162.29,2026-01-02 22:50:03
GKENERGY.NS,162.14,2026-01-02 22:50:03
GKSL.NS,102.71,2026-01-02 22:50:04
GKWLIMITED.NS,1723.0,2026-01-02 22:50:04
GLAND.NS,1715.8,2026-01-02 22:50:04
GLAXO.NS,2483.8,2026-01-02 22:50:04
GLENMARK.NS,2064.5,2026-01-02 22:50:05
GLOBAL.NS,89.57,2026-01-02 22:50:05
GLOBALE.NS,12.33,2026-01-02 22:50:05
GLOBALVECT.NS,200.24,2026-01-02 22:50:05
GLOBE.NS,2.96,2026-01-02 22:50:06
GLOBECIVIL.NS,60.45,2026-01-02 22:50:06
GLOBUSSPR.NS,1088.3,2026-01-02 22:50:06
GLOSTERLTD.NS,666.4,2026-01-02 22:50:08
GLOTTIS.NS,61.52,2026-01-02 22:50:08
GMBREW.NS,1207.2,2026-01-02 22:50:09
GMDCLTD.NS,619.45,2026-01-02 22:50:09
GMMPFAUDLR.NS,1093.4,2026-01-02 22:50:09
GMRAIRPORT.NS,105.77,2026-01-02 22:50:09
GMRP&UI.NS,110.23,2026-01-02 22:50:10
GNA.NS,317.7,2026-01-02 22:50:10
GNFC.NS,493.55,2026-01-02 22:50:10
GOACARBON.NS,424.35,2026-01-02 22:50:10
GOCLCORP.NS,292.65,2026-01-02 22:50:11
GOCOLORS.NS,460.3,2026-01-02 22:50:11
GODAVARIB.NS,299.3,2026-01-02 22:50:11
GODFRYPHLP.NS,2249.3,2026-01-02 22:50:11
GODIGIT.NS,346.35,2026-01-02 22:50:12
GODREJAGRO.NS,573.95,2026-01-02 22:50:12
GODREJCP.NS,1235.2,2026-01-02 22:50:12
GODREJIND.NS,1021.1,2026-01-02 22:50:12
GODREJPROP.NS,2068.5,2026-01-02 22:50:13
GOKEX.NS,718.2,2026-01-02 22:50:13
GOKUL.NS,39.38,2026-01-02 22:50:13
GOKULAGRO.NS,179.11,2026-01-02 22:50:13
GOLDENTOBC.NS,32.45,2026-01-02 22:50:14
GOLDIAM.NS,364.55,2026-01-02 22:50:14
GOLDTECH.NS,50.52,2026-01-02 22:50:14
GOODLUCK.NS,1074.5,2026-01-02 22:50:14
GOPAL.NS,319.45,2026-01-02 22:50:15
GOYALALUM.NS,7.19,2026-01-02 22:50:15
GPIL.NS,273.05,2026-01-02 22:50:15
GPPL.NS,182.31,2026-01-02 22:50:15
GPTHEALTH.NS,141.84,2026-01-02 22:50:16
GPTINFRA.NS,108.54,2026-01-02 22:50:16
GRANULES.NS,615.35,2026-01-02 22:50:16
GRAPHITE.NS,659.7,2026-01-02 22:50:16
GRASIM.NS,2856.4,2026-01-02 22:50:17
GRAVITA.NS,1860.5,2026-01-02 22:50:17
GREAVESCOT.NS,193.35,2026-01-02 22:50:17
GREENLAM.NS,247.86,2026-01-02 22:50:17
GREENPANEL.NS,230.8,2026-01-02 22:50:18
GREENPLY.NS,272.85,2026-01-02 22:50:18
GREENPOWER.NS,11.9,2026-01-02 22:50:18
GRINDWELL.NS,1557.9,2026-01-02 22:50:18
GRINFRA.NS,1009.75,2026-01-02 22:50:19
GRMOVER.NS,163.92,2026-01-02 22:50:19
GROBTEA.NS,999.05,2026-01-02 22:50:19
GROWW.NS,155.19,2026-01-02 22:50:19
GRPLTD.NS,1739.8,2026-01-02 22:50:19
GRSE.NS,2437.0,2026-01-02 22:50:20
GRWRHITECH.NS,3170.4,2026-01-02 22:50:20
GSFC.NS,183.91,2026-01-02 22:50:20
GSLSU.NS,100.89,2026-01-02 22:50:22
GSPL.NS,319.95,2026-01-02 22:50:23
GSS.NS,17.06,2026-01-02 22:50:23
GTECJAINX.NS,24.35,2026-01-02 22:50:23
GTL.NS,8.09,2026-01-02 22:50:23
GTLINFRA.NS,1.24,2026-01-02 22:50:24
GTPL.NS,99.29,2026-01-02 22:50:24
GUFICBIO.NS,337.0,2026-01-02 22:50:24
GUJALKALI.NS,504.65,2026-01-02 22:50:24
GUJAPOLLO.NS,430.95,2026-01-02 22:50:25
GUJGASLTD.NS,436.3,2026-01-02 22:50:25
GUJRAFFIA.NS,50.46,2026-01-02 22:50:25
GUJTHEM.NS,435.2,2026-01-02 22:50:25
GULFOILLUB.NS,1211.7,2026-01-02 22:50:26
GULFPETRO.NS,35.79,2026-01-02 22:50:26
GULPOLY.NS,143.4,2026-01-02 22:50:26
GVKPIL.NS,3.09,2026-01-02 22:50:26
GVPIL.NS,340.0,2026-01-02 22:50:27
GVPTECH.NS,8.81,2026-01-02 22:50:27
GVT&D.NS,3093.7,2026-01-02 22:50:27
HAL.NS,4417.8,2026-01-02 22:50:27
HALEOSLABS.NS,1354.0,2026-01-02 22:50:27
HAPPSTMNDS.NS,466.1,2026-01-02 22:50:28
HAPPYFORGE.NS,1185.8,2026-01-02 22:50:28
HARDWYN.NS,17.76,2026-01-02 22:50:28
HARIOMPIPE.NS,395.5,2026-01-02 22:50:28
HARRMALAYA.NS,171.76,2026-01-02 22:50:29
HARSHA.NS,387.45,2026-01-02 22:50:29
HATHWAY.NS,12.68,2026-01-02 22:50:29
HATSUN.NS,975.85,2026-01-02 22:50:29
HAVELLS.NS,1439.9,2026-01-02 22:50:29
HAVISHA.NS,1.86,2026-01-02 22:50:30
HBLENGINE.NS,937.55,2026-01-02 22:50:30
HBSL.NS,73.71,2026-01-02 22:50:30
HCC.NS,19.39,2026-01-02 22:50:31
HCG.NS,655.35,2026-01-02 22:50:31
HCL-INSYS.NS,14.45,2026-01-02 22:50:31
HCLTECH.NS,1640.2,2026-01-02 22:50:31
HDBFS.NS,770.15,2026-01-02 22:50:32
HDFCAMC.NS,2657.2,2026-01-02 22:50:32
HDFCBANK.NS,1001.6,2026-01-02 22:50:32
HDFCLIFE.NS,754.85,2026-01-02 22:50:32
HDIL.NS,2.42,2026-01-02 22:50:33
HEADSUP.NS,8.86,2026-01-02 22:50:33
HECPROJECT.NS,124.57,2026-01-02 22:50:33
HEG.NS,619.7,2026-01-02 22:50:33
HEIDELBERG.NS,175.65,2026-01-02 22:50:34
HEMIPROP.NS,137.94,2026-01-02 22:50:34
HERANBA.NS,243.19,2026-01-02 22:50:34
HERITGFOOD.NS,465.1,2026-01-02 22:50:35
HEROMOTOCO.NS,5933.0,2026-01-02 22:50:37
HESTERBIO.NS,1604.2,2026-01-02 22:50:37
HEUBACHIND.NS,476.8,2026-01-02 22:50:37
HEXATRADEX.NS,162.25,2026-01-02 22:50:38
HEXT.NS,754.15,2026-01-02 22:50:38
HFCL.NS,67.73,2026-01-02 22:50:38
HGINFRA.NS,744.1,2026-01-02 22:50:38
HGM.NS,68.28,2026-01-02 22:50:39
HGS.NS,453.25,2026-01-02 22:50:39
HIKAL.NS,226.96,2026-01-02 22:50:39
HILINFRA.NS,59.89,2026-01-02 22:50:39
HILTON.NS,35.79,2026-01-02 22:50:40
HIMATSEIDE.NS,114.6,2026-01-02 22:50:42
HINDALCO.NS,925.7,2026-01-02 22:50:42
HINDCOMPOS.NS,451.1,2026-01-02 22:50:43
HINDCON.NS,27.21,2026-01-02 22:50:43
HINDCOPPER.NS,541.9,2026-01-02 22:50:43
HINDOILEXP.NS,156.39,2026-01-02 22:50:43
HINDPETRO.NS,495.85,2026-01-02 22:50:44
HINDUNILVR.NS,2348.0,2026-01-02 22:50:44
HINDWAREAP.NS,272.0,2026-01-02 22:50:44
HINDZINC.NS,628.8,2026-01-02 22:50:44
HIRECT.NS,1496.4,2026-01-02 22:50:45
HISARMETAL.NS,163.26,2026-01-02 22:50:45
HITECH.NS,94.89,2026-01-02 22:50:45
HITECHCORP.NS,169.41,2026-01-02 22:50:46
HITECHGEAR.NS,752.75,2026-01-02 22:50:46
HLEGLAS.NS,449.15,2026-01-02 22:50:46
HLVLTD.NS,9.6,2026-01-02 22:50:46
HMAAGRO.NS,29.46,2026-01-02 22:50:46
HMT.NS,47.19,2026-01-02 22:50:47
HMVL.NS,70.1,2026-01-02 22:50:47
HNDFDS.NS,516.2,2026-01-02 22:50:47
HOMEFIRST.NS,1105.1,2026-01-02 22:50:47
HONASA.NS,292.75,2026-01-02 22:50:48
HONAUT.NS,33625.0,2026-01-02 22:50:48
HONDAPOWER.NS,2347.4,2026-01-02 22:50:48
HPAL.NS,42.69,2026-01-02 22:50:49
HPIL.NS,143.11,2026-01-02 22:50:49
HPL.NS,407.6,2026-01-02 22:50:49
HSCL.NS,494.0,2026-01-02 22:50:49
HTMEDIA.NS,23.97,2026-01-02 22:50:50
HUBTOWN.NS,258.56,2026-01-02 22:50:50
HUDCO.NS,231.42,2026-01-02 22:50:50
HUHTAMAKI.NS,212.6,2026-01-02 22:50:50
HYBRIDFIN.NS,20.06,2026-01-02 22:50:51
HYUNDAI.NS,2267.9,2026-01-02 22:50:51
IBULLSLTD.NS,16.47,2026-01-02 22:50:51
ICDSLTD.NS,45.22,2026-01-02 22:50:51
ICEMAKE.NS,807.5,2026-01-02 22:50:53
ICICIAMC.NS,2662.2,2026-01-02 22:50:54
ICICIBANK.NS,1355.4,2026-01-02 22:50:54
ICICIGI.NS,1973.9,2026-01-02 22:50:54
ICICIPRULI.NS,678.3,2026-01-02 22:50:54
ICIL.NS,280.1,2026-01-02 22:50:55
ICRA.NS,6186.5,2026-01-02 22:50:55
IDBI.NS,114.73,2026-01-02 22:50:55
IDEA.NS,11.78,2026-01-02 22:50:55
IDEAFORGE.NS,469.1,2026-01-02 22:50:56
IDFCFIRSTB.NS,85.92,2026-01-02 22:50:56
IEX.NS,134.36,2026-01-02 22:50:56
IFBAGRO.NS,1593.6,2026-01-02 22:50:56
IFBIND.NS,1600.2,2026-01-02 22:50:56
IFCI.NS,53.62,2026-01-02 22:50:57
IFGLEXPOR.NS,213.64,2026-01-02 22:50:57
IGARASHI.NS,464.6,2026-01-02 22:50:57
IGCL.NS,84.02,2026-01-02 22:50:57
IGIL.NS,334.6,2026-01-02 22:50:58
IGL.NS,194.34,2026-01-02 22:50:58
IGPL.NS,395.6,2026-01-02 22:50:58
IIFL.NS,641.4,2026-01-02 22:50:59
IIFLCAPS.NS,377.85,2026-01-02 22:50:59
IITL.NS,167.09,2026-01-02 22:50:59
IKIO.NS,185.49,2026-01-02 22:50:59
IKS.NS,1684.4,2026-01-02 22:50:59
IL&FSENGG.NS,26.08,2026-01-02 22:51:00
IL&FSTRANS.NS,2.98,2026-01-02 22:51:00
IMAGICAA.NS,48.35,2026-01-02 22:51:00
IMFA.NS,1496.1,2026-01-02 22:51:00
IMPAL.NS,1042.6,2026-01-02 22:51:01
IMPEXFERRO.NS,1.87,2026-01-02 22:51:01
INCREDIBLE.NS,40.82,2026-01-02 22:51:01
INDBANK.NS,35.24,2026-01-02 22:51:01
INDGN.NS,522.55,2026-01-02 22:51:02
INDHOTEL.NS,748.65,2026-01-02 22:51:02
INDIACEM.NS,445.4,2026-01-02 22:51:02
INDIAGLYCO.NS,1006.1,2026-01-02 22:51:02
INDIAMART.NS,2177.8,2026-01-02 22:51:03
